category,amount,frequency_deviation,day_of_month,is_weekend,is_anomaly,note
transport,1150.98,1.07,28,0,0,Normal transaction in transport
entertainment,7730.84,3.04,1,1,1,Unusual high spike in entertainment
education,17374.85,0.33,9,1,0,Normal transaction in education
other,3511.89,0.56,27,0,0,Normal transaction in other
education,2880.61,0.23,25,0,0,Normal transaction in education
education,10204.73,0.4,6,0,0,Normal transaction in education
entertainment,725.98,1.18,8,0,0,Normal transaction in entertainment
entertainment,7999.69,6.04,16,1,1,Unusual high spike in entertainment
shopping,862.69,0.49,6,1,0,Normal transaction in shopping
other,1975.02,1.73,17,1,0,Normal transaction in other
education,10376.39,0.77,23,0,0,Normal transaction in education
rent,41127.23,0.43,1,1,0,Normal transaction in rent
rent,11387.18,0.66,8,0,0,Normal transaction in rent
other,3610.47,1.17,5,0,0,Normal transaction in other
food,2925.41,1.43,9,1,0,Normal transaction in food
education,22489.63,0.44,24,1,0,Normal transaction in education
food,532.73,1.12,12,0,0,Normal transaction in food
other,5736.71,0.82,12,1,0,Normal transaction in other
food,402.04,0.45,8,0,0,Normal transaction in food
shopping,12693.61,1.56,11,1,0,Normal transaction in shopping
transport,266.06,1.07,3,0,0,Normal transaction in transport
other,4852.32,0.24,25,1,0,Normal transaction in other
food,2163.27,1.15,27,0,0,Normal transaction in food
entertainment,1764.49,1.54,22,0,0,Normal transaction in entertainment
health,5229.16,0.9,24,0,0,Normal transaction in health
rent,34994.66,1.19,2,1,0,Normal transaction in rent
shopping,17410.12,0.49,11,1,0,Normal transaction in shopping
health,1758.8,0.91,26,0,0,Normal transaction in health
entertainment,670.54,1.24,28,1,0,Normal transaction in entertainment
rent,36475.22,1.76,25,1,0,Normal transaction in rent
entertainment,1371.31,1.77,4,0,0,Normal transaction in entertainment
food,3268.25,0.79,18,0,0,Normal transaction in food
health,2664.49,0.69,5,0,0,Normal transaction in health
education,7256.41,0.58,23,1,0,Normal transaction in education
food,3474.28,1.72,12,1,0,Normal transaction in food
entertainment,1079.11,0.88,22,0,0,Normal transaction in entertainment
other,4755.31,0.99,3,1,0,Normal transaction in other
shopping,8499.81,1.01,27,1,0,Normal transaction in shopping
transport,3742.79,0.7,20,0,0,Normal transaction in transport
food,1981.08,0.38,15,1,0,Normal transaction in food
health,5013.12,1.6,23,1,0,Normal transaction in health
rent,24679.22,1.21,18,0,0,Normal transaction in rent
health,6221.78,1.12,1,0,0,Normal transaction in health
shopping,16723.25,0.75,3,1,0,Normal transaction in shopping
entertainment,779.58,1.35,5,0,0,Normal transaction in entertainment
other,2947.96,0.92,10,0,0,Normal transaction in other
rent,19978.3,1.39,27,0,0,Normal transaction in rent
education,14186.7,1.25,4,1,0,Normal transaction in education
health,3394.29,1.03,15,1,0,Normal transaction in health
shopping,9910.2,0.27,15,0,0,Normal transaction in shopping
health,1106.9,0.87,18,1,0,Normal transaction in health
transport,700.42,1.1,3,0,0,Normal transaction in transport
transport,1513.04,0.54,2,1,0,Normal transaction in transport
entertainment,1209.83,1.51,19,0,0,Normal transaction in entertainment
education,12961.24,0.27,13,0,0,Normal transaction in education
other,5123.3,1.12,4,0,0,Normal transaction in other
shopping,3518.31,1.36,28,0,0,Normal transaction in shopping
shopping,10127.23,1.46,7,0,0,Normal transaction in shopping
transport,845.61,1.36,19,0,0,Normal transaction in transport
transport,15959.51,6.86,17,0,1,Unusual high spike in transport
health,2445.03,1.05,18,1,0,Normal transaction in health
shopping,14620.97,1.68,6,0,0,Normal transaction in shopping
education,12557.67,1.33,27,1,0,Normal transaction in education
rent,17383.32,1.55,23,1,0,Normal transaction in rent
health,6528.09,0.62,6,0,0,Normal transaction in health
shopping,3953.55,1.6,2,0,0,Normal transaction in shopping
shopping,767.29,1.72,6,1,0,Normal transaction in shopping
food,1360.4,0.47,3,1,0,Normal transaction in food
health,3738.78,0.6,9,1,0,Normal transaction in health
transport,2271.03,1.29,14,1,0,Normal transaction in transport
education,1260.42,0.55,10,1,0,Normal transaction in education
transport,3107.82,1.21,4,1,0,Normal transaction in transport
other,394.06,0.33,17,0,0,Normal transaction in other
transport,4420.66,0.47,6,1,0,Normal transaction in transport
rent,17177.73,0.45,8,0,0,Normal transaction in rent
shopping,15003.42,1.2,15,0,0,Normal transaction in shopping
education,97025.82,3.85,2,0,1,Unusual high spike in education
entertainment,2040.7,0.57,2,0,0,Normal transaction in entertainment
shopping,14865.16,1.32,11,0,0,Normal transaction in shopping
transport,3812.94,0.31,23,1,0,Normal transaction in transport
education,19166.96,1.8,15,0,0,Normal transaction in education
education,8189.21,0.48,3,1,0,Normal transaction in education
other,1036.37,0.43,2,0,0,Normal transaction in other
other,316.58,0.43,12,0,0,Normal transaction in other
other,4309.05,1.27,15,1,0,Normal transaction in other
entertainment,1597.18,0.2,17,0,0,Normal transaction in entertainment
transport,2862.86,0.51,23,0,0,Normal transaction in transport
other,3721.46,0.48,28,1,0,Normal transaction in other
education,16052.5,1.15,16,0,0,Normal transaction in education
education,21377.0,0.38,2,1,0,Normal transaction in education
rent,44156.09,0.7,9,1,0,Normal transaction in rent
health,2272.38,0.76,5,0,0,Normal transaction in health
other,2634.75,0.69,13,0,0,Normal transaction in other
rent,24827.51,0.43,26,0,0,Normal transaction in rent
education,9686.06,1.77,14,1,0,Normal transaction in education
shopping,13589.56,0.62,2,0,0,Normal transaction in shopping
shopping,53447.76,3.91,6,1,1,Unusual high spike in shopping
food,2081.92,1.22,2,0,0,Normal transaction in food
other,975.33,0.69,22,1,0,Normal transaction in other
education,21919.13,0.23,9,1,0,Normal transaction in education
education,16071.71,0.48,21,1,0,Normal transaction in education
education,102748.39,5.35,25,0,1,Unusual high spike in education
food,3260.71,0.34,7,0,0,Normal transaction in food
health,4439.11,1.63,9,0,0,Normal transaction in health
health,7514.76,1.09,9,1,0,Normal transaction in health
health,2274.61,1.12,14,1,0,Normal transaction in health
rent,14708.06,1.2,17,1,0,Normal transaction in rent
rent,39039.29,0.96,24,0,0,Normal transaction in rent
health,895.85,0.27,25,1,0,Normal transaction in health
transport,3789.19,1.46,5,1,0,Normal transaction in transport
food,3130.04,1.63,26,1,0,Normal transaction in food
education,10487.5,1.72,22,0,0,Normal transaction in education
shopping,1682.78,1.37,14,1,0,Normal transaction in shopping
food,3493.62,1.01,9,1,0,Normal transaction in food
food,2919.29,0.46,12,0,0,Normal transaction in food
health,5731.35,0.42,20,0,0,Normal transaction in health
entertainment,909.44,0.38,15,0,0,Normal transaction in entertainment
rent,9432.2,1.24,17,0,0,Normal transaction in rent
other,692.1,1.17,25,1,0,Normal transaction in other
transport,27010.15,3.63,7,0,1,Unusual high spike in transport
education,19464.71,0.59,25,0,0,Normal transaction in education
food,2625.39,0.67,4,0,0,Normal transaction in food
rent,27971.54,1.56,9,0,0,Normal transaction in rent
other,355.24,0.74,11,1,0,Normal transaction in other
shopping,1525.68,1.28,10,0,0,Normal transaction in shopping
health,3384.0,1.08,18,0,0,Normal transaction in health
shopping,2208.43,0.27,17,0,0,Normal transaction in shopping
food,3393.27,1.07,22,0,0,Normal transaction in food
shopping,11609.56,0.94,7,1,0,Normal transaction in shopping
rent,10664.52,1.8,19,0,0,Normal transaction in rent
education,10126.27,1.12,19,1,0,Normal transaction in education
health,5164.87,1.05,5,0,0,Normal transaction in health
entertainment,691.56,0.67,28,1,0,Normal transaction in entertainment
health,7894.12,1.59,24,1,0,Normal transaction in health
transport,3216.6,1.33,6,1,0,Normal transaction in transport
transport,3523.48,1.04,23,1,0,Normal transaction in transport
entertainment,2374.83,1.65,11,1,0,Normal transaction in entertainment
other,1903.46,0.33,5,1,0,Normal transaction in other
other,4265.63,1.26,4,0,0,Normal transaction in other
food,1610.52,0.23,26,1,0,Normal transaction in food
transport,1041.15,0.7,22,0,0,Normal transaction in transport
education,3677.27,0.65,13,1,0,Normal transaction in education
other,129.71,0.79,5,1,0,Normal transaction in other
transport,4057.42,1.54,5,0,0,Normal transaction in transport
transport,4356.49,0.34,14,0,0,Normal transaction in transport
entertainment,1914.97,1.18,6,1,0,Normal transaction in entertainment
food,1793.94,0.41,11,0,0,Normal transaction in food
health,1885.67,1.7,6,0,0,Normal transaction in health
food,3236.98,0.55,9,1,0,Normal transaction in food
entertainment,2476.35,0.45,4,1,0,Normal transaction in entertainment
other,3014.75,0.47,5,1,0,Normal transaction in other
health,3165.72,0.33,16,1,0,Normal transaction in health
entertainment,653.48,0.4,15,0,0,Normal transaction in entertainment
health,2248.87,1.59,18,0,0,Normal transaction in health
entertainment,13872.34,6.7,20,0,1,Unusual high spike in entertainment
health,955.81,1.02,20,1,0,Normal transaction in health
rent,18976.82,0.79,3,0,0,Normal transaction in rent
education,23456.62,1.26,1,1,0,Normal transaction in education
education,14397.45,0.52,14,0,0,Normal transaction in education
other,1286.33,1.39,16,0,0,Normal transaction in other
health,6339.06,0.54,27,0,0,Normal transaction in health
other,4856.01,0.31,11,1,0,Normal transaction in other
education,11018.66,0.28,15,1,0,Normal transaction in education
health,7533.53,1.23,1,0,0,Normal transaction in health
other,523.03,1.17,10,1,0,Normal transaction in other
food,1165.72,0.74,23,1,0,Normal transaction in food
transport,1501.68,1.27,22,1,0,Normal transaction in transport
entertainment,1826.09,0.51,7,1,0,Normal transaction in entertainment
education,4766.47,1.22,23,1,0,Normal transaction in education
entertainment,1896.54,0.49,3,1,0,Normal transaction in entertainment
education,22974.88,1.33,27,1,0,Normal transaction in education
rent,21933.45,0.72,28,0,0,Normal transaction in rent
rent,7295.2,1.57,8,0,0,Normal transaction in rent
shopping,4410.72,0.73,3,1,0,Normal transaction in shopping
education,21258.99,0.29,10,1,0,Normal transaction in education
health,1846.68,1.46,25,0,0,Normal transaction in health
food,1564.35,1.47,2,1,0,Normal transaction in food
education,13621.97,1.19,22,1,0,Normal transaction in education
other,5067.88,0.97,11,0,0,Normal transaction in other
other,555.53,0.22,12,1,0,Normal transaction in other
food,2680.28,0.56,7,1,0,Normal transaction in food
health,3829.44,0.45,27,1,0,Normal transaction in health
entertainment,1467.85,1.28,2,1,0,Normal transaction in entertainment
food,2526.35,0.87,16,0,0,Normal transaction in food
health,7810.46,0.9,20,1,0,Normal transaction in health
entertainment,1220.85,0.23,21,1,0,Normal transaction in entertainment
shopping,16413.91,0.52,20,1,0,Normal transaction in shopping
food,1257.17,1.78,23,0,0,Normal transaction in food
rent,35969.36,0.45,4,0,0,Normal transaction in rent
transport,1930.93,0.22,8,1,0,Normal transaction in transport
food,3252.83,1.17,24,0,0,Normal transaction in food
entertainment,1789.03,0.43,9,0,0,Normal transaction in entertainment
shopping,12824.5,0.87,5,1,0,Normal transaction in shopping
other,5878.48,0.49,1,1,0,Normal transaction in other
shopping,5515.9,1.06,12,1,0,Normal transaction in shopping
rent,20535.54,1.31,4,1,0,Normal transaction in rent
shopping,9426.33,1.7,3,0,0,Normal transaction in shopping
shopping,8599.34,0.59,6,1,0,Normal transaction in shopping
other,2515.42,0.54,15,0,0,Normal transaction in other
food,2610.41,0.83,23,0,0,Normal transaction in food
other,882.68,0.87,28,1,0,Normal transaction in other
other,5911.44,1.66,16,1,0,Normal transaction in other
transport,3291.69,0.45,1,1,0,Normal transaction in transport
food,1693.67,0.69,19,0,0,Normal transaction in food
entertainment,1788.18,1.2,2,1,0,Normal transaction in entertainment
rent,28993.36,0.34,21,1,0,Normal transaction in rent
shopping,4870.0,0.49,27,1,0,Normal transaction in shopping
health,5572.77,0.74,5,0,0,Normal transaction in health
food,2802.12,1.14,10,0,0,Normal transaction in food
food,3358.61,1.18,14,1,0,Normal transaction in food
rent,8846.89,1.37,25,0,0,Normal transaction in rent
education,121531.07,6.14,13,1,1,Unusual high spike in education
entertainment,2251.29,1.28,7,0,0,Normal transaction in entertainment
transport,161.66,1.08,27,1,0,Normal transaction in transport
transport,3269.81,1.34,14,1,0,Normal transaction in transport
education,9424.39,0.4,10,0,0,Normal transaction in education
education,16132.97,1.76,4,0,0,Normal transaction in education
entertainment,1577.82,1.76,3,1,0,Normal transaction in entertainment
education,23289.29,1.19,25,0,0,Normal transaction in education
other,369.56,0.23,1,1,0,Normal transaction in other
transport,2671.37,1.0,20,0,0,Normal transaction in transport
shopping,4803.29,0.75,24,1,0,Normal transaction in shopping
shopping,1991.29,1.54,18,1,0,Normal transaction in shopping
food,3393.87,1.38,2,1,0,Normal transaction in food
rent,16826.98,1.16,17,1,0,Normal transaction in rent
shopping,2321.81,0.49,13,1,0,Normal transaction in shopping
other,3384.51,1.28,14,0,0,Normal transaction in other
rent,34866.35,0.34,27,0,0,Normal transaction in rent
other,5173.7,0.91,10,1,0,Normal transaction in other
rent,6256.25,0.92,11,0,0,Normal transaction in rent
education,9892.01,1.25,8,1,0,Normal transaction in education
transport,1740.04,1.18,27,0,0,Normal transaction in transport
shopping,1887.08,0.28,9,0,0,Normal transaction in shopping
entertainment,2608.35,1.02,5,0,0,Normal transaction in entertainment
education,21190.56,1.68,5,0,0,Normal transaction in education
shopping,99609.82,4.14,2,1,1,Unusual high spike in shopping
other,2413.3,0.89,25,0,0,Normal transaction in other
entertainment,384.83,0.59,16,1,0,Normal transaction in entertainment
other,3041.11,0.25,15,1,0,Normal transaction in other
entertainment,2136.64,0.45,11,1,0,Normal transaction in entertainment
shopping,14104.28,0.69,20,0,0,Normal transaction in shopping
education,12679.74,0.86,2,1,0,Normal transaction in education
food,2451.62,0.62,23,0,0,Normal transaction in food
shopping,7260.55,1.7,3,1,0,Normal transaction in shopping
transport,3869.35,0.84,10,1,0,Normal transaction in transport
rent,12405.95,0.51,13,1,0,Normal transaction in rent
shopping,9608.16,1.66,28,1,0,Normal transaction in shopping
health,5832.28,1.23,13,0,0,Normal transaction in health
health,3064.8,1.55,8,1,0,Normal transaction in health
health,2265.83,0.4,10,1,0,Normal transaction in health
rent,36262.77,0.93,19,0,0,Normal transaction in rent
other,141.11,1.11,19,0,0,Normal transaction in other
shopping,10065.06,0.37,12,1,0,Normal transaction in shopping
rent,234141.63,3.9,19,0,1,Unusual high spike in rent
food,697.18,1.22,10,0,0,Normal transaction in food
education,7840.98,1.29,9,1,0,Normal transaction in education
health,6270.47,1.26,22,1,0,Normal transaction in health
rent,16865.18,0.73,11,1,0,Normal transaction in rent
shopping,1329.61,0.91,3,0,0,Normal transaction in shopping
health,46921.03,6.17,20,1,1,Unusual high spike in health
transport,1528.53,1.14,2,0,0,Normal transaction in transport
food,2977.68,0.76,26,0,0,Normal transaction in food
entertainment,2246.17,0.43,10,1,0,Normal transaction in entertainment
rent,24803.93,1.48,8,1,0,Normal transaction in rent
education,13359.3,0.97,19,0,0,Normal transaction in education
health,4415.82,1.5,20,1,0,Normal transaction in health
other,418.47,0.87,12,0,0,Normal transaction in other
education,15571.47,0.5,17,1,0,Normal transaction in education
shopping,15208.61,1.78,16,0,0,Normal transaction in shopping
shopping,8608.42,1.23,17,0,0,Normal transaction in shopping
shopping,3436.31,1.08,12,0,0,Normal transaction in shopping
other,3620.7,1.69,12,1,0,Normal transaction in other
food,13702.27,5.31,17,1,1,Unusual high spike in food
other,38504.03,4.89,2,0,1,Unusual high spike in other
health,24303.17,6.89,26,1,1,Unusual high spike in health
rent,37247.34,1.74,11,0,0,Normal transaction in rent
other,27931.72,6.13,21,0,1,Unusual high spike in other
education,14269.35,1.03,26,1,0,Normal transaction in education
shopping,7916.73,1.34,4,0,0,Normal transaction in shopping
rent,23253.79,1.4,20,1,0,Normal transaction in rent
transport,18410.15,3.1,12,1,1,Unusual high spike in transport
other,4026.37,0.85,2,0,0,Normal transaction in other
rent,29769.17,1.22,28,1,0,Normal transaction in rent
health,850.43,1.14,10,1,0,Normal transaction in health
entertainment,2726.07,1.34,8,1,0,Normal transaction in entertainment
shopping,3616.98,0.75,20,0,0,Normal transaction in shopping
food,245.42,0.44,14,1,0,Normal transaction in food
entertainment,718.5,0.47,4,0,0,Normal transaction in entertainment
transport,1798.5,1.19,7,1,0,Normal transaction in transport
education,1768.51,0.86,17,1,0,Normal transaction in education
transport,4403.83,0.91,11,1,0,Normal transaction in transport
entertainment,2802.17,0.49,23,1,0,Normal transaction in entertainment
shopping,986.67,1.58,5,1,0,Normal transaction in shopping
other,3823.71,1.01,6,0,0,Normal transaction in other
rent,26411.62,0.7,5,0,0,Normal transaction in rent
rent,20031.89,1.61,27,1,0,Normal transaction in rent
food,2903.98,0.98,13,0,0,Normal transaction in food
other,4709.05,1.37,9,1,0,Normal transaction in other
health,6864.08,0.34,11,1,0,Normal transaction in health
other,3311.21,0.41,16,1,0,Normal transaction in other
shopping,8387.05,0.75,8,1,0,Normal transaction in shopping
transport,20470.47,4.36,28,0,1,Unusual high spike in transport
health,3162.94,0.37,3,0,0,Normal transaction in health
education,2621.63,0.41,20,0,0,Normal transaction in education
health,3367.83,1.44,6,0,0,Normal transaction in health
transport,27620.92,4.77,27,0,1,Unusual high spike in transport
entertainment,1207.75,1.16,25,1,0,Normal transaction in entertainment
food,2022.24,1.08,23,1,0,Normal transaction in food
entertainment,530.55,0.22,13,0,0,Normal transaction in entertainment
rent,27489.65,1.79,27,1,0,Normal transaction in rent
health,5272.75,1.57,10,0,0,Normal transaction in health
other,5339.39,1.74,14,0,0,Normal transaction in other
transport,3247.31,1.04,6,1,0,Normal transaction in transport
entertainment,2181.81,1.57,23,0,0,Normal transaction in entertainment
education,22563.93,0.5,26,1,0,Normal transaction in education
education,18447.33,0.91,10,1,0,Normal transaction in education
education,16722.63,0.92,28,0,0,Normal transaction in education
health,4263.74,0.83,7,0,0,Normal transaction in health
health,504.64,1.32,7,0,0,Normal transaction in health
rent,31747.82,0.58,26,1,0,Normal transaction in rent
shopping,14365.45,0.79,5,0,0,Normal transaction in shopping
food,1016.32,0.6,27,0,0,Normal transaction in food
shopping,11533.35,0.62,26,1,0,Normal transaction in shopping
other,3379.64,0.54,16,0,0,Normal transaction in other
other,24539.28,5.05,5,1,1,Unusual high spike in other
transport,1302.02,1.12,13,1,0,Normal transaction in transport
transport,469.81,1.72,1,0,0,Normal transaction in transport
entertainment,1321.91,1.41,1,0,0,Normal transaction in entertainment
rent,32609.13,1.02,28,1,0,Normal transaction in rent
other,4531.56,0.89,3,1,0,Normal transaction in other
rent,32989.28,1.35,15,1,0,Normal transaction in rent
health,2343.85,1.77,23,1,0,Normal transaction in health
food,2420.35,1.64,9,0,0,Normal transaction in food
transport,1675.56,1.58,25,0,0,Normal transaction in transport
education,14997.98,1.54,13,0,0,Normal transaction in education
other,4533.05,0.81,1,0,0,Normal transaction in other
transport,2384.2,0.6,18,0,0,Normal transaction in transport
transport,1589.06,0.21,15,0,0,Normal transaction in transport
education,91075.11,3.66,15,1,1,Unusual high spike in education
food,978.46,0.36,3,1,0,Normal transaction in food
shopping,4007.33,1.36,11,1,0,Normal transaction in shopping
shopping,6630.59,1.56,20,0,0,Normal transaction in shopping
food,2756.4,0.81,25,0,0,Normal transaction in food
other,5712.75,1.44,13,1,0,Normal transaction in other
transport,2778.36,1.58,11,0,0,Normal transaction in transport
health,6589.57,1.09,8,1,0,Normal transaction in health
rent,138807.25,3.13,28,1,1,Unusual high spike in rent
shopping,11683.47,1.59,3,1,0,Normal transaction in shopping
shopping,2926.47,1.38,16,1,0,Normal transaction in shopping
entertainment,807.85,1.6,21,0,0,Normal transaction in entertainment
health,7667.24,1.2,8,1,0,Normal transaction in health
entertainment,1341.09,1.8,14,1,0,Normal transaction in entertainment
entertainment,2413.67,0.71,1,0,0,Normal transaction in entertainment
other,358.66,0.69,1,0,0,Normal transaction in other
food,194.13,1.78,12,1,0,Normal transaction in food
transport,1436.13,0.22,16,1,0,Normal transaction in transport
shopping,1414.16,0.56,21,0,0,Normal transaction in shopping
food,1447.0,0.72,27,0,0,Normal transaction in food
transport,15374.52,3.99,1,1,1,Unusual high spike in transport
transport,3250.81,0.65,4,1,0,Normal transaction in transport
rent,12435.29,0.52,21,0,0,Normal transaction in rent
transport,1699.52,0.79,25,0,0,Normal transaction in transport
education,20463.44,1.43,27,0,0,Normal transaction in education
shopping,10215.87,0.64,24,0,0,Normal transaction in shopping
other,3179.56,0.33,22,0,0,Normal transaction in other
education,19209.87,0.85,27,0,0,Normal transaction in education
other,1399.13,1.59,23,0,0,Normal transaction in other
shopping,7899.37,1.07,12,0,0,Normal transaction in shopping
rent,10894.0,0.36,10,0,0,Normal transaction in rent
other,1948.05,0.83,2,0,0,Normal transaction in other
entertainment,13669.49,5.82,13,1,1,Unusual high spike in entertainment
health,1261.3,0.9,7,0,0,Normal transaction in health
food,1068.48,1.73,22,1,0,Normal transaction in food
health,34111.5,6.26,10,1,1,Unusual high spike in health
rent,38230.33,1.01,28,0,0,Normal transaction in rent
food,356.8,1.73,24,0,0,Normal transaction in food
rent,283971.76,3.41,27,0,1,Unusual high spike in rent
transport,4136.43,0.86,2,1,0,Normal transaction in transport
transport,4028.49,1.67,19,0,0,Normal transaction in transport
food,2743.83,1.17,24,1,0,Normal transaction in food
other,4813.3,1.15,2,1,0,Normal transaction in other
rent,25870.45,0.38,17,1,0,Normal transaction in rent
health,2638.96,0.93,21,0,0,Normal transaction in health
shopping,17681.02,1.4,7,0,0,Normal transaction in shopping
rent,185249.38,4.6,20,1,1,Unusual high spike in rent
other,1541.13,1.41,15,1,0,Normal transaction in other
other,1224.03,0.78,13,0,0,Normal transaction in other
rent,35151.31,0.22,9,1,0,Normal transaction in rent
other,5874.02,1.55,16,0,0,Normal transaction in other
education,6425.95,1.64,25,1,0,Normal transaction in education
transport,582.66,0.73,13,0,0,Normal transaction in transport
food,1455.27,0.26,12,1,0,Normal transaction in food
entertainment,447.6,1.32,11,0,0,Normal transaction in entertainment
entertainment,2694.42,1.19,10,1,0,Normal transaction in entertainment
health,4038.12,0.81,20,1,0,Normal transaction in health
shopping,5241.2,0.4,6,0,0,Normal transaction in shopping
rent,26351.07,1.32,6,0,0,Normal transaction in rent
food,2895.63,1.0,6,1,0,Normal transaction in food
health,6048.66,0.39,15,1,0,Normal transaction in health
shopping,3476.25,0.92,3,0,0,Normal transaction in shopping
rent,23913.25,0.68,20,0,0,Normal transaction in rent
shopping,8470.6,1.0,19,1,0,Normal transaction in shopping
rent,39060.49,1.24,3,0,0,Normal transaction in rent
rent,31654.46,1.69,25,0,0,Normal transaction in rent
food,1251.8,1.29,20,1,0,Normal transaction in food
education,22877.61,1.76,20,1,0,Normal transaction in education
other,4563.64,1.12,3,1,0,Normal transaction in other
food,1148.6,1.61,17,0,0,Normal transaction in food
entertainment,1034.43,0.57,13,1,0,Normal transaction in entertainment
rent,25688.71,0.53,5,1,0,Normal transaction in rent
health,3567.24,1.18,6,1,0,Normal transaction in health
education,1295.58,0.31,4,1,0,Normal transaction in education
education,11114.48,1.77,5,0,0,Normal transaction in education
rent,7726.46,0.27,21,1,0,Normal transaction in rent
entertainment,1261.54,0.82,19,0,0,Normal transaction in entertainment
education,3115.21,1.78,20,1,0,Normal transaction in education
shopping,8051.03,1.75,11,1,0,Normal transaction in shopping
health,2240.45,0.4,23,1,0,Normal transaction in health
rent,13787.54,1.6,22,0,0,Normal transaction in rent
other,4370.53,0.77,12,1,0,Normal transaction in other
shopping,602.68,1.01,27,0,0,Normal transaction in shopping
food,2671.92,1.4,12,0,0,Normal transaction in food
rent,29760.51,1.21,2,1,0,Normal transaction in rent
entertainment,2827.2,1.45,11,1,0,Normal transaction in entertainment
shopping,6704.93,0.77,7,1,0,Normal transaction in shopping
transport,2072.51,1.64,1,0,0,Normal transaction in transport
transport,3269.08,1.72,19,0,0,Normal transaction in transport
food,11615.27,6.29,26,1,1,Unusual high spike in food
health,3560.65,0.47,5,0,0,Normal transaction in health
other,3577.24,0.94,27,1,0,Normal transaction in other
shopping,79889.91,3.17,22,0,1,Unusual high spike in shopping
health,3877.09,1.8,14,1,0,Normal transaction in health
transport,3522.71,0.45,18,0,0,Normal transaction in transport
transport,1983.19,0.56,7,0,0,Normal transaction in transport
education,12306.46,0.32,9,0,0,Normal transaction in education
entertainment,489.0,0.75,4,0,0,Normal transaction in entertainment
transport,397.11,0.88,14,1,0,Normal transaction in transport
health,6923.63,0.61,19,0,0,Normal transaction in health
entertainment,1957.9,0.3,25,1,0,Normal transaction in entertainment
food,1602.88,1.24,8,1,0,Normal transaction in food
health,1684.21,0.45,28,1,0,Normal transaction in health
health,1970.57,1.24,1,1,0,Normal transaction in health
health,3365.42,1.27,10,0,0,Normal transaction in health
entertainment,1470.55,1.41,17,1,0,Normal transaction in entertainment
education,23146.31,1.64,21,1,0,Normal transaction in education
entertainment,1884.85,0.74,16,0,0,Normal transaction in entertainment
entertainment,290.93,0.51,14,0,0,Normal transaction in entertainment
rent,10773.44,1.01,21,1,0,Normal transaction in rent
education,13469.46,0.48,14,1,0,Normal transaction in education
shopping,15240.39,0.28,6,0,0,Normal transaction in shopping
other,651.45,1.6,22,0,0,Normal transaction in other
transport,941.14,0.61,28,0,0,Normal transaction in transport
transport,930.76,0.56,24,0,0,Normal transaction in transport
transport,2423.63,0.66,11,0,0,Normal transaction in transport
other,430.08,0.58,28,0,0,Normal transaction in other
health,576.89,1.43,9,0,0,Normal transaction in health
shopping,11314.59,0.71,17,1,0,Normal transaction in shopping
education,15545.89,0.71,12,0,0,Normal transaction in education
shopping,14721.29,0.56,25,1,0,Normal transaction in shopping
entertainment,1313.41,0.97,2,0,0,Normal transaction in entertainment
transport,1145.43,0.94,18,1,0,Normal transaction in transport
rent,34942.52,1.46,13,0,0,Normal transaction in rent
health,2878.62,1.11,4,0,0,Normal transaction in health
rent,13513.14,1.63,28,1,0,Normal transaction in rent
entertainment,1847.68,0.86,15,0,0,Normal transaction in entertainment
food,3358.87,1.48,8,1,0,Normal transaction in food
health,7668.5,0.26,26,1,0,Normal transaction in health
other,1502.9,1.76,14,1,0,Normal transaction in other
health,5213.89,0.92,21,1,0,Normal transaction in health
education,119767.5,6.47,15,0,1,Unusual high spike in education
education,7085.6,1.63,22,1,0,Normal transaction in education
health,3299.1,0.22,19,1,0,Normal transaction in health
health,6961.03,1.51,9,1,0,Normal transaction in health
rent,21569.04,1.61,26,0,0,Normal transaction in rent
food,3415.9,1.51,16,1,0,Normal transaction in food
shopping,4740.18,1.14,12,0,0,Normal transaction in shopping
entertainment,1744.68,1.25,18,0,0,Normal transaction in entertainment
food,2754.84,1.27,14,0,0,Normal transaction in food
education,2178.99,0.26,28,1,0,Normal transaction in education
education,13861.98,1.56,24,1,0,Normal transaction in education
rent,16038.73,1.4,8,0,0,Normal transaction in rent
other,2603.56,1.1,23,0,0,Normal transaction in other
education,11414.15,1.57,9,0,0,Normal transaction in education
other,4877.98,0.58,16,0,0,Normal transaction in other
rent,7946.59,0.38,1,0,0,Normal transaction in rent
shopping,1813.64,0.7,23,1,0,Normal transaction in shopping
other,1512.14,0.6,2,1,0,Normal transaction in other
health,23042.71,3.48,22,1,1,Unusual high spike in health
food,2021.98,1.21,19,0,0,Normal transaction in food
health,383.89,1.23,26,0,0,Normal transaction in health
health,3979.5,1.34,25,0,0,Normal transaction in health
health,7839.75,1.66,7,1,0,Normal transaction in health
food,763.22,0.78,11,0,0,Normal transaction in food
entertainment,1148.07,1.11,11,0,0,Normal transaction in entertainment
entertainment,1282.97,1.35,19,0,0,Normal transaction in entertainment
health,4531.93,1.29,5,0,0,Normal transaction in health
shopping,17049.86,0.62,13,1,0,Normal transaction in shopping
health,7743.19,0.91,26,0,0,Normal transaction in health
shopping,6852.74,0.7,27,1,0,Normal transaction in shopping
food,1707.17,1.18,19,1,0,Normal transaction in food
entertainment,2673.48,0.37,4,0,0,Normal transaction in entertainment
food,3264.07,1.53,24,0,0,Normal transaction in food
rent,26217.05,1.43,13,0,0,Normal transaction in rent
shopping,7721.31,1.68,12,1,0,Normal transaction in shopping
health,1149.03,1.51,9,1,0,Normal transaction in health
